uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
Q02750,010,0.973,73.0,75.0,0.131,11.0,84.0,1.546,2.168,0.799,Medium
Q63450,213,0.0,0.0,9.0,1.0,73.0,73.0,14.435,35.344,0.022,Incorrect
P29350,000,0.0,0.0,0.0,1.0,20.0,20.0,24.69,84.861,0.005,Incorrect
D2AJU0,U10-003,0.0,0.0,2.0,1.0,40.0,40.0,15.309,46.982,0.014,Incorrect
P28482,023,0.409,18.0,44.0,0.746,53.0,71.0,12.055,20.035,0.192,Incorrect
P53686,041,0.0,0.0,5.0,1.0,42.0,42.0,8.085,23.085,0.051,Incorrect
Q63450,216,0.0,0.0,0.0,1.0,73.0,73.0,3.203,41.938,0.073,Incorrect
,,,,,,,,,,,Incorrect
P00523,073,0.062,1.0,16.0,0.984,62.0,63.0,5.765,14.825,0.124,Incorrect
P12931,064,0.0,0.0,9.0,1.0,60.0,60.0,15.337,44.324,0.015,Incorrect
P29350,U100-006,0.947,18.0,19.0,0.1,2.0,20.0,1.504,1.76,0.802,High
P27577,004,0.212,7.0,33.0,0.841,37.0,44.0,6.495,22.624,0.129,Incorrect
P53042,U10-000,0.9,18.0,20.0,0.609,28.0,46.0,3.167,9.555,0.508,Medium
P22681,006,0.14,6.0,43.0,0.867,39.0,45.0,8.428,19.959,0.108,Incorrect
Q3KK31,122,0.231,3.0,13.0,0.973,107.0,110.0,13.11,47.475,0.092,Incorrect
B5XAZ0,092,0.167,4.0,24.0,0.852,23.0,27.0,10.871,7.833,0.242,Acceptable
P28482,130,0.333,24.0,72.0,0.662,47.0,71.0,4.642,8.502,0.309,Acceptable
P14633,021,0.0,0.0,1.0,1.0,13.0,13.0,16.454,65.299,0.008,Incorrect
P35520,192,0.54,34.0,63.0,0.32,16.0,50.0,16.093,34.657,0.202,Incorrect
P21333,U100-007,0.856,77.0,90.0,0.072,6.0,83.0,0.653,1.421,0.89,High
P53042,032,0.667,2.0,3.0,0.957,44.0,46.0,6.776,14.538,0.323,Acceptable
P00523,133,0.0,0.0,1.0,1.0,63.0,63.0,14.373,55.876,0.011,Incorrect
P12931,021,0.0,0.0,1.0,1.0,60.0,60.0,8.023,57.966,0.018,Incorrect
P12931,062,0.0,0.0,0.0,1.0,60.0,60.0,3.769,49.239,0.055,Incorrect
Q96BN8,U10-006,0.827,86.0,104.0,0.225,25.0,111.0,3.843,60.43,0.326,Acceptable
O08967,U10-005,0.238,5.0,21.0,0.917,55.0,60.0,11.178,32.46,0.107,Incorrect
P31016,000,0.0,0.0,41.0,1.0,11.0,11.0,14.336,74.7,0.008,Incorrect
Q3KK31,119,0.333,3.0,9.0,0.973,107.0,110.0,14.206,63.012,0.121,Incorrect
B5XAZ0,080,0.273,3.0,11.0,0.889,24.0,27.0,8.917,21.406,0.145,Incorrect
P32527,U10-005,0.895,34.0,38.0,0.227,10.0,44.0,0.998,0.912,0.859,High
P29350,032,0.0,0.0,0.0,1.0,20.0,20.0,17.489,66.316,0.008,Incorrect
P31016,067,0.0,0.0,0.0,1.0,11.0,11.0,7.877,44.464,0.023,Incorrect
,,,,,,,,,,,Incorrect
P27577,U10-003,0.571,20.0,35.0,0.545,24.0,44.0,3.893,14.43,0.319,Acceptable
P27577,021,0.424,14.0,33.0,0.682,30.0,44.0,4.268,7.603,0.363,Acceptable
P00523,082,0.0,0.0,0.0,1.0,63.0,63.0,5.364,37.937,0.04,Incorrect
,,,,,,,,,,,Incorrect
Q96BN8,015,0.27,30.0,111.0,0.73,81.0,111.0,8.742,45.285,0.111,Incorrect
P07038,U100-003,0.273,3.0,11.0,0.25,1.0,4.0,2.904,4.778,0.414,Acceptable
P28482,010,0.232,23.0,99.0,0.676,48.0,71.0,13.199,30.718,0.105,Incorrect
P62826,104,1.0,1.0,1.0,0.5,1.0,2.0,2.867,39.991,0.419,Acceptable
O60741,U100-002,0.316,12.0,38.0,0.797,47.0,59.0,11.675,33.414,0.131,Incorrect
Q96BN8,U10-008,0.673,70.0,104.0,0.369,41.0,111.0,4.076,41.642,0.277,Acceptable
Q63450,014,0.062,2.0,32.0,0.973,71.0,73.0,7.74,17.393,0.097,Incorrect
P28482,072,0.169,13.0,77.0,0.817,58.0,71.0,13.944,26.372,0.091,Incorrect
,,,,,,,,,,,Incorrect
Q04929,U10-004,0.0,0.0,0.0,1.0,3.0,3.0,2.823,13.048,0.173,Incorrect
B5XAZ0,028,0.278,5.0,18.0,0.815,22.0,27.0,6.518,20.868,0.157,Incorrect
P22681,U10-009,0.172,5.0,29.0,0.889,40.0,45.0,13.378,28.136,0.089,Incorrect
P22681,U10-003,0.278,5.0,18.0,0.889,40.0,45.0,8.378,17.655,0.166,Incorrect
P28482,U100-008,0.727,64.0,88.0,0.099,7.0,71.0,1.521,3.803,0.685,Medium
P31016,071,0.0,0.0,0.0,1.0,11.0,11.0,13.54,25.791,0.037,Incorrect
Q04929,000,0.0,0.0,1.0,1.0,3.0,3.0,9.331,51.926,0.017,Incorrect
P12931,030,0.0,0.0,0.0,1.0,60.0,60.0,5.459,55.065,0.031,Incorrect
P32527,U10-002,0.976,40.0,41.0,0.091,4.0,44.0,0.395,0.511,0.969,High
B5XAZ0,076,0.6,12.0,20.0,0.556,15.0,27.0,3.903,12.413,0.349,Acceptable
P28482,311,0.333,9.0,27.0,0.873,62.0,71.0,13.86,28.067,0.143,Incorrect
O08967,U10-004,0.636,7.0,11.0,0.883,53.0,60.0,8.007,47.597,0.234,Acceptable
P53686,U10-008,0.778,7.0,9.0,0.833,35.0,42.0,3.648,7.002,0.506,Medium
P22681,U100-007,0.14,6.0,43.0,0.867,39.0,45.0,7.6,27.113,0.089,Incorrect
,,,,,,,,,,,Incorrect
P28482,262,0.391,18.0,46.0,0.746,53.0,71.0,10.639,26.561,0.168,Incorrect
P53686,028,0.25,1.0,4.0,0.976,41.0,42.0,4.467,11.105,0.24,Acceptable
P28482,071,0.321,17.0,53.0,0.761,54.0,71.0,9.561,12.043,0.226,Incorrect
P32527,069,0.943,33.0,35.0,0.25,11.0,44.0,1.225,1.55,0.837,High
P53686,015,0.357,5.0,14.0,0.881,37.0,42.0,4.42,9.091,0.309,Acceptable
Q63450,113,0.589,33.0,56.0,0.548,40.0,73.0,7.489,16.664,0.278,Acceptable
Q8NQJ3,010,0.0,0.0,1.0,0.0,0.0,0.0,2.111,11.089,0.235,Acceptable
P28482,215,0.438,21.0,48.0,0.704,50.0,71.0,12.513,16.516,0.22,Incorrect
P35520,166,0.078,7.0,90.0,0.86,43.0,50.0,21.774,45.757,0.039,Incorrect
P35520,017,0.259,7.0,27.0,0.86,43.0,50.0,14.995,30.078,0.114,Incorrect
Q63450,033,0.0,0.0,20.0,1.0,73.0,73.0,17.232,33.377,0.023,Incorrect
P00523,120,0.0,0.0,8.0,1.0,63.0,63.0,9.241,59.964,0.015,Incorrect
P28482,237,0.25,14.0,56.0,0.803,57.0,71.0,17.965,36.24,0.103,Incorrect
B5XAZ0,U10-002,0.964,27.0,28.0,0.0,0.0,27.0,0.219,0.25,0.981,High
Q04929,018,0.125,1.0,8.0,0.667,2.0,3.0,4.228,8.753,0.241,Acceptable
Q3KK31,100,0.214,3.0,14.0,0.973,107.0,110.0,15.301,59.243,0.081,Incorrect
P31016,072,0.0,0.0,0.0,1.0,11.0,11.0,14.529,43.944,0.016,Incorrect
P35520,086,0.114,8.0,70.0,0.84,42.0,50.0,17.584,37.224,0.057,Incorrect
P00579,U10-001,0.0,0.0,6.0,0.0,0.0,0.0,17.692,57.724,0.009,Incorrect
Q04929,026,0.0,0.0,7.0,1.0,3.0,3.0,6.068,15.21,0.099,Incorrect
P35520,178,0.089,5.0,56.0,0.9,45.0,50.0,19.56,42.693,0.044,Incorrect
P35520,200,0.212,7.0,33.0,0.86,43.0,50.0,11.904,25.511,0.109,Incorrect
Q02750,051,0.738,31.0,42.0,0.631,53.0,84.0,10.69,28.119,0.28,Acceptable
Q6GQQ9,009,0.227,5.0,22.0,0.872,34.0,39.0,10.377,18.093,0.143,Incorrect
P14633,U10-009,0.0,0.0,0.0,1.0,13.0,13.0,16.435,26.916,0.033,Incorrect
P28482,182,0.4,14.0,35.0,0.803,57.0,71.0,13.914,32.843,0.158,Incorrect
Q8NQJ3,075,0.0,0.0,8.0,0.0,0.0,0.0,14.931,43.831,0.015,Incorrect
P28482,286,0.548,40.0,73.0,0.437,31.0,71.0,2.246,5.414,0.523,Medium
D2AJU0,017,0.0,0.0,5.0,1.0,40.0,40.0,16.555,27.492,0.032,Incorrect
P62826,024,1.0,1.0,1.0,0.5,1.0,2.0,9.709,45.61,0.352,Acceptable
P28482,014,0.582,46.0,79.0,0.352,25.0,71.0,2.295,5.726,0.523,Medium
P00523,126,0.0,0.0,2.0,1.0,63.0,63.0,7.698,40.278,0.026,Incorrect
P00523,095,0.0,0.0,6.0,1.0,63.0,63.0,5.83,46.194,0.032,Incorrect
P22681,U10-002,0.16,4.0,25.0,0.911,41.0,45.0,9.933,34.288,0.08,Incorrect
P28482,003,0.679,55.0,81.0,0.225,16.0,71.0,1.791,4.152,0.633,Medium
P12931,055,0.0,0.0,2.0,1.0,60.0,60.0,8.67,57.455,0.017,Incorrect
P28482,055,0.197,13.0,66.0,0.817,58.0,71.0,8.534,16.608,0.145,Incorrect
P12931,U100-006,0.784,29.0,37.0,0.517,31.0,60.0,2.837,4.622,0.591,Medium
,,,,,,,,,,,Incorrect
P53042,051,0.0,0.0,0.0,1.0,46.0,46.0,2.114,39.892,0.126,Incorrect
P53042,018,0.0,0.0,10.0,1.0,46.0,46.0,13.888,34.267,0.023,Incorrect
P00523,108,0.0,0.0,1.0,1.0,63.0,63.0,9.437,46.727,0.019,Incorrect
P35520,016,0.25,7.0,28.0,0.86,43.0,50.0,16.808,22.091,0.129,Incorrect
Q58719,U100-005,0.735,61.0,83.0,0.076,5.0,66.0,5.358,13.191,0.367,Acceptable
P04637,013,0.0,0.0,0.0,0.0,0.0,0.0,10.573,61.162,0.013,Incorrect
P22681,U100-009,0.145,9.0,62.0,0.8,36.0,45.0,6.692,11.31,0.185,Incorrect
Q63450,218,0.0,0.0,5.0,1.0,73.0,73.0,12.674,40.215,0.019,Incorrect
,,,,,,,,,,,Incorrect
P28482,056,0.451,32.0,71.0,0.549,39.0,71.0,6.668,8.177,0.339,Acceptable
Q8NQJ3,008,0.0,0.0,0.0,0.0,0.0,0.0,2.139,12.079,0.22,Incorrect
P29350,U10-004,0.0,0.0,18.0,1.0,20.0,20.0,18.243,57.615,0.009,Incorrect
Q8RT31,U10-009,0.643,36.0,56.0,0.455,30.0,66.0,1.886,3.507,0.628,Medium
Q63450,140,0.238,5.0,21.0,0.932,68.0,73.0,8.4,17.333,0.154,Incorrect
Q3KK31,051,0.115,3.0,26.0,0.973,107.0,110.0,14.761,58.016,0.049,Incorrect
Q6GQQ9,021,0.529,9.0,17.0,0.769,30.0,39.0,10.637,30.828,0.207,Incorrect
P12931,048,0.0,0.0,32.0,1.0,60.0,60.0,18.033,45.594,0.013,Incorrect
O76074,U10-002,0.5,2.0,4.0,0.714,5.0,7.0,2.544,7.866,0.432,Acceptable
Q63450,147,0.0,0.0,3.0,1.0,73.0,73.0,11.048,25.018,0.041,Incorrect
Q63450,227,0.0,0.0,36.0,1.0,73.0,73.0,12.031,24.07,0.042,Incorrect
Q63450,273,0.364,24.0,66.0,0.671,49.0,73.0,7.14,15.031,0.216,Incorrect
Q8RT31,001,0.0,0.0,6.0,1.0,66.0,66.0,10.749,51.081,0.015,Incorrect
P22681,005,0.333,4.0,12.0,0.911,41.0,45.0,8.462,29.258,0.147,Incorrect
P62826,019,0.0,0.0,3.0,1.0,2.0,2.0,22.147,53.061,0.01,Incorrect
P28482,059,0.279,17.0,61.0,0.761,54.0,71.0,12.871,18.195,0.157,Incorrect
P28482,186,0.584,45.0,77.0,0.366,26.0,71.0,2.528,5.114,0.526,Medium
P12931,U100-004,0.838,31.0,37.0,0.483,29.0,60.0,2.484,6.235,0.585,Medium
D2AJU0,U100-001,0.0,0.0,4.0,1.0,40.0,40.0,10.44,45.313,0.018,Incorrect
P31016,023,0.0,0.0,3.0,1.0,11.0,11.0,13.023,53.791,0.012,Incorrect
P00523,U100-008,0.967,29.0,30.0,0.54,34.0,63.0,1.952,7.043,0.644,Medium
P53042,U10-004,0.867,26.0,30.0,0.435,20.0,46.0,2.04,6.492,0.616,Medium
P35520,180,0.269,7.0,26.0,0.86,43.0,50.0,14.951,32.888,0.114,Incorrect
Q96BN8,U100-008,0.893,92.0,103.0,0.171,19.0,111.0,2.689,41.289,0.39,Acceptable
P07038,U10-002,0.0,0.0,2.0,1.0,4.0,4.0,6.206,20.349,0.068,Incorrect
B5XAZ0,079,0.897,26.0,29.0,0.037,1.0,27.0,2.419,3.988,0.665,Medium
Q3KK31,056,0.2,2.0,10.0,0.982,108.0,110.0,10.608,49.506,0.083,Incorrect
P35520,078,0.076,6.0,79.0,0.88,44.0,50.0,20.303,36.685,0.044,Incorrect
O76074,012,0.0,0.0,3.0,1.0,7.0,7.0,16.999,93.704,0.005,Incorrect
P28482,U100-004,0.656,59.0,90.0,0.169,12.0,71.0,2.01,5.033,0.585,Medium
O08967,014,0.692,18.0,26.0,0.7,42.0,60.0,2.604,28.662,0.341,Acceptable
Q96BN8,026,0.277,31.0,112.0,0.721,80.0,111.0,9.059,34.679,0.12,Incorrect
,,,,,,,,,,,Incorrect
,,,,,,,,,,,Incorrect
P00523,143,0.0,0.0,11.0,1.0,63.0,63.0,8.901,51.268,0.018,Incorrect
Q02750,005,0.343,24.0,70.0,0.714,60.0,84.0,9.592,19.692,0.175,Incorrect
Q8NQJ3,044,0.0,0.0,1.0,0.0,0.0,0.0,2.992,12.111,0.177,Incorrect
P35520,U100-002,0.933,42.0,45.0,0.16,8.0,50.0,0.854,4.303,0.828,High
P12931,164,0.0,0.0,31.0,1.0,60.0,60.0,12.592,53.677,0.013,Incorrect
B5XAZ0,040,0.524,11.0,21.0,0.593,16.0,27.0,11.786,19.439,0.233,Acceptable
B5XAZ0,074,0.273,3.0,11.0,0.889,24.0,27.0,9.456,9.181,0.253,Acceptable
Q02750,047,0.729,35.0,48.0,0.583,49.0,84.0,8.091,14.063,0.343,Acceptable
Q3KK31,024,0.333,2.0,6.0,0.982,108.0,110.0,7.815,70.915,0.128,Incorrect
P12931,040,0.0,0.0,0.0,1.0,60.0,60.0,10.924,53.569,0.014,Incorrect
P53686,039,0.091,1.0,11.0,0.976,41.0,42.0,5.795,9.642,0.197,Incorrect
P62826,068,1.0,1.0,1.0,0.5,1.0,2.0,1.507,21.416,0.545,Medium
,,,,,,,,,,,Incorrect
,,,,,,,,,,,Incorrect
P00523,096,0.0,0.0,12.0,1.0,63.0,63.0,10.637,60.024,0.013,Incorrect
Q63450,003,0.515,17.0,33.0,0.767,56.0,73.0,3.114,17.978,0.295,Acceptable
Q63450,U100-000,0.941,48.0,51.0,0.342,25.0,73.0,5.602,14.815,0.419,Acceptable
Q04929,023,0.074,2.0,27.0,0.333,1.0,3.0,3.683,12.247,0.18,Incorrect
P28482,290,0.631,53.0,84.0,0.254,18.0,71.0,3.45,3.006,0.56,Medium
P12931,U10-007,0.182,2.0,11.0,0.967,58.0,60.0,4.273,10.795,0.225,Incorrect
P14633,043,0.0,0.0,0.0,1.0,13.0,13.0,11.972,32.425,0.027,Incorrect
P00523,058,0.333,1.0,3.0,0.984,62.0,63.0,3.786,31.571,0.179,Incorrect
P22681,U10-004,0.154,4.0,26.0,0.911,41.0,45.0,12.051,19.897,0.108,Incorrect
P35520,224,0.125,6.0,48.0,0.88,44.0,50.0,23.976,51.849,0.052,Incorrect
P28482,307,0.51,25.0,49.0,0.648,46.0,71.0,14.476,25.318,0.207,Incorrect
P14633,046,0.0,0.0,0.0,1.0,13.0,13.0,14.652,70.119,0.008,Incorrect
Q3KK31,082,0.222,2.0,9.0,0.982,108.0,110.0,13.79,58.107,0.085,Incorrect
P28482,259,0.464,26.0,56.0,0.634,45.0,71.0,5.079,13.556,0.276,Acceptable
,,,,,,,,,,,Incorrect
Q63450,230,0.0,0.0,31.0,1.0,73.0,73.0,15.29,41.572,0.017,Incorrect
Q63450,282,0.0,0.0,24.0,1.0,73.0,73.0,15.115,37.632,0.019,Incorrect
Q8NQJ3,085,0.0,0.0,0.0,0.0,0.0,0.0,3.739,9.292,0.198,Incorrect
P22681,019,0.385,5.0,13.0,0.889,40.0,45.0,6.803,20.952,0.191,Incorrect
,,,,,,,,,,,Incorrect
P62826,094,0.111,1.0,9.0,0.5,1.0,2.0,18.707,59.096,0.046,Incorrect
B5XAZ0,027,0.962,25.0,26.0,0.074,2.0,27.0,1.898,11.523,0.566,Medium
Q63450,285,0.0,0.0,6.0,1.0,73.0,73.0,10.482,27.888,0.035,Incorrect
O08967,001,0.591,13.0,22.0,0.783,47.0,60.0,2.529,25.664,0.317,Acceptable
P53686,066,0.375,3.0,8.0,0.929,39.0,42.0,5.841,14.564,0.23,Acceptable
B5XAZ0,U10-009,0.964,27.0,28.0,0.0,0.0,27.0,0.198,0.417,0.982,High
P62826,055,1.0,1.0,1.0,0.5,1.0,2.0,13.772,50.285,0.347,Acceptable
P00523,U10-007,0.75,21.0,28.0,0.667,42.0,63.0,6.715,16.014,0.339,Acceptable
P04637,016,0.0,0.0,1.0,0.0,0.0,0.0,18.844,58.872,0.009,Incorrect
Q3KK31,112,0.15,3.0,20.0,0.973,107.0,110.0,10.312,47.267,0.067,Incorrect
P14633,U10-001,0.5,6.0,12.0,0.538,7.0,13.0,2.954,9.902,0.376,Acceptable
P53686,012,0.0,0.0,5.0,1.0,42.0,42.0,5.328,26.467,0.056,Incorrect
P28482,085,0.565,52.0,92.0,0.268,19.0,71.0,1.807,4.268,0.591,Medium
P28482,272,0.24,12.0,50.0,0.831,59.0,71.0,13.278,9.89,0.226,Incorrect
Q63450,219,0.0,0.0,70.0,1.0,73.0,73.0,19.219,30.03,0.027,Incorrect
Q63450,050,0.0,0.0,28.0,1.0,73.0,73.0,14.245,34.164,0.023,Incorrect
Q95PM0,005,0.0,0.0,1.0,1.0,54.0,54.0,7.919,23.469,0.05,Incorrect
Q96BN8,028,0.156,20.0,128.0,0.82,91.0,111.0,12.738,73.477,0.061,Incorrect
P53042,025,0.0,0.0,0.0,1.0,46.0,46.0,15.609,67.268,0.008,Incorrect
Q6GQQ9,012,0.588,10.0,17.0,0.744,29.0,39.0,5.035,28.976,0.25,Acceptable
P28482,115,0.365,35.0,96.0,0.507,36.0,71.0,12.395,25.809,0.159,Incorrect
P53042,033,0.0,0.0,8.0,1.0,46.0,46.0,11.076,43.997,0.018,Incorrect
Q63450,060,0.0,0.0,0.0,1.0,73.0,73.0,5.379,40.506,0.038,Incorrect
P12931,092,0.0,0.0,7.0,1.0,60.0,60.0,7.213,57.762,0.021,Incorrect
P32527,034,0.919,34.0,37.0,0.227,10.0,44.0,1.162,1.476,0.838,High
P53686,U100-002,0.4,2.0,5.0,0.952,40.0,42.0,3.587,8.165,0.356,Acceptable
P53686,034,0.0,0.0,2.0,1.0,42.0,42.0,6.029,24.283,0.056,Incorrect
P29350,002,0.0,0.0,0.0,1.0,20.0,20.0,8.427,31.12,0.033,Incorrect
P28482,163,0.279,17.0,61.0,0.761,54.0,71.0,11.833,10.378,0.232,Acceptable
P28482,181,0.548,17.0,31.0,0.761,54.0,71.0,12.865,9.584,0.334,Acceptable
B5XAZ0,094,0.176,3.0,17.0,0.889,24.0,27.0,9.797,8.46,0.234,Acceptable
P28482,136,0.375,24.0,64.0,0.662,47.0,71.0,8.686,22.182,0.177,Incorrect
P32527,041,0.829,34.0,41.0,0.227,10.0,44.0,1.241,1.692,0.795,Medium
Q63450,165,0.392,31.0,79.0,0.575,42.0,73.0,2.488,3.819,0.497,Medium
O60741,U10-009,0.417,10.0,24.0,0.831,49.0,59.0,7.913,32.98,0.171,Incorrect
P28482,273,0.573,47.0,82.0,0.338,24.0,71.0,1.511,2.76,0.658,Medium
P12931,U10-002,0.125,1.0,8.0,0.983,59.0,60.0,6.735,20.288,0.107,Incorrect
,,,,,,,,,,,Incorrect
P12931,000,0.0,0.0,0.0,1.0,60.0,60.0,7.189,50.413,0.023,Incorrect
P27577,U100-006,0.911,41.0,45.0,0.068,3.0,44.0,0.736,1.908,0.89,High
P27577,001,0.121,4.0,33.0,0.909,40.0,44.0,10.573,31.29,0.07,Incorrect
Q6GQQ9,001,0.241,7.0,29.0,0.821,32.0,39.0,10.191,23.586,0.126,Incorrect
P35520,151,0.269,7.0,26.0,0.86,43.0,50.0,18.089,28.651,0.119,Incorrect
,,,,,,,,,,,Incorrect
B5XAZ0,062,0.111,3.0,27.0,0.889,24.0,27.0,12.552,16.254,0.113,Incorrect
,,,,,,,,,,,Incorrect
D2AJU0,009,0.0,0.0,0.0,1.0,40.0,40.0,5.97,38.796,0.035,Incorrect
P32527,007,0.944,34.0,36.0,0.227,10.0,44.0,1.268,1.308,0.835,High
P12931,162,0.0,0.0,1.0,1.0,60.0,60.0,6.542,56.412,0.024,Incorrect
P35520,213,0.092,7.0,76.0,0.86,43.0,50.0,22.684,48.846,0.042,Incorrect
P31016,041,0.0,0.0,5.0,1.0,11.0,11.0,10.567,49.59,0.016,Incorrect
P28482,144,0.513,39.0,76.0,0.451,32.0,71.0,3.189,7.278,0.424,Acceptable
P28482,011,0.386,34.0,88.0,0.521,37.0,71.0,4.154,5.189,0.41,Acceptable
Q6GQQ9,U100-002,0.304,7.0,23.0,0.821,32.0,39.0,5.772,11.084,0.246,Acceptable
P27577,020,0.227,5.0,22.0,0.886,39.0,44.0,10.192,28.146,0.111,Incorrect
Q3KK31,007,0.079,3.0,38.0,0.973,107.0,110.0,14.73,26.465,0.061,Incorrect
P12931,148,0.0,0.0,15.0,1.0,60.0,60.0,13.719,48.682,0.014,Incorrect
Q3KK31,U100-001,0.707,58.0,82.0,0.473,52.0,110.0,1.975,4.892,0.608,Medium
Q63450,100,0.4,2.0,5.0,0.973,71.0,73.0,7.045,19.268,0.202,Incorrect
P12931,154,0.0,0.0,5.0,1.0,60.0,60.0,10.669,56.217,0.014,Incorrect
P35520,093,0.32,8.0,25.0,0.84,42.0,50.0,13.198,44.65,0.123,Incorrect
P21333,U10-006,0.963,26.0,27.0,0.687,57.0,83.0,4.127,14.978,0.441,Acceptable
P35520,040,0.667,30.0,45.0,0.4,20.0,50.0,14.285,49.655,0.235,Acceptable
P12931,075,0.0,0.0,7.0,1.0,60.0,60.0,10.174,48.231,0.017,Incorrect
P00523,081,0.0,0.0,0.0,1.0,63.0,63.0,9.082,62.934,0.015,Incorrect
Q63450,038,0.0,0.0,5.0,1.0,73.0,73.0,12.537,40.494,0.019,Incorrect
P62826,014,1.0,1.0,1.0,0.5,1.0,2.0,1.94,39.993,0.472,Acceptable
P28482,122,0.526,41.0,78.0,0.423,30.0,71.0,2.789,4.341,0.514,Medium
Q3KK31,020,0.286,2.0,7.0,0.982,108.0,110.0,8.675,48.67,0.115,Incorrect
B5XAZ0,000,0.688,11.0,16.0,0.593,16.0,27.0,2.548,6.698,0.521,Medium
Q3KK31,103,0.111,2.0,18.0,0.982,108.0,110.0,16.281,62.8,0.046,Incorrect
Q63450,079,0.026,1.0,39.0,0.986,72.0,73.0,15.948,23.701,0.049,Incorrect
P53042,U100-006,0.861,31.0,36.0,0.326,15.0,46.0,1.266,3.925,0.756,Medium
Q58719,U100-008,0.726,61.0,84.0,0.076,5.0,66.0,6.967,16.804,0.325,Acceptable
Q63450,290,0.0,0.0,13.0,1.0,73.0,73.0,12.54,24.328,0.041,Incorrect
P00523,019,0.333,1.0,3.0,0.984,62.0,63.0,3.427,31.969,0.187,Incorrect
P12931,058,0.5,1.0,2.0,0.983,59.0,60.0,3.867,41.038,0.224,Incorrect
Q63450,000,0.891,41.0,46.0,0.438,32.0,73.0,4.0,18.674,0.395,Acceptable
O08967,U100-008,0.312,5.0,16.0,0.917,55.0,60.0,10.233,53.096,0.12,Incorrect
Q8NQJ3,011,0.0,0.0,15.0,0.0,0.0,0.0,10.174,17.976,0.068,Incorrect
P28482,088,0.319,23.0,72.0,0.676,48.0,71.0,9.232,20.062,0.166,Incorrect
P28482,105,0.46,40.0,87.0,0.437,31.0,71.0,2.795,5.999,0.45,Acceptable
P32527,U100-001,0.932,41.0,44.0,0.068,3.0,44.0,0.269,0.366,0.966,High
P62826,U10-009,1.0,1.0,1.0,0.5,1.0,2.0,1.286,21.17,0.572,Medium
P31016,074,0.0,0.0,2.0,1.0,11.0,11.0,18.671,81.706,0.006,Incorrect
P28482,310,0.437,31.0,71.0,0.563,40.0,71.0,4.812,8.503,0.342,Acceptable
D2AJU0,015,0.0,0.0,0.0,1.0,40.0,40.0,11.057,75.834,0.01,Incorrect
P00523,030,0.2,1.0,5.0,0.984,62.0,63.0,9.604,19.555,0.128,Incorrect
Q9Y6K1,U100-009,0.397,23.0,58.0,0.671,47.0,70.0,14.285,49.329,0.145,Incorrect
P00523,129,0.0,0.0,6.0,1.0,63.0,63.0,13.784,55.917,0.011,Incorrect
,,,,,,,,,,,Incorrect
B5XAZ0,004,0.964,27.0,28.0,0.0,0.0,27.0,0.25,0.326,0.979,High
P31016,056,0.0,0.0,0.0,1.0,11.0,11.0,11.284,33.891,0.026,Incorrect
P53686,U10-005,0.0,0.0,2.0,1.0,42.0,42.0,2.52,16.546,0.157,Incorrect
P32527,023,0.919,34.0,37.0,0.227,10.0,44.0,1.114,1.109,0.849,High
Q63450,209,0.0,0.0,14.0,1.0,73.0,73.0,16.352,46.231,0.014,Incorrect
P28482,184,0.571,48.0,84.0,0.324,23.0,71.0,1.825,3.684,0.605,Medium
Q8NQJ3,071,0.0,0.0,1.0,0.0,0.0,0.0,4.15,17.86,0.1,Incorrect
Q63450,056,0.419,31.0,74.0,0.575,42.0,73.0,9.333,20.201,0.198,Incorrect
P35520,171,0.5,7.0,14.0,0.86,43.0,50.0,11.69,53.409,0.18,Incorrect
P35520,U10-002,0.971,33.0,34.0,0.34,17.0,50.0,0.361,47.678,0.649,Medium
Q04929,U10-007,0.125,2.0,16.0,0.333,1.0,3.0,3.435,7.299,0.287,Acceptable
O08967,U10-000,0.273,6.0,22.0,0.9,54.0,60.0,10.439,25.809,0.13,Incorrect
P28482,221,0.179,20.0,112.0,0.718,51.0,71.0,13.663,29.892,0.088,Incorrect
P53042,035,0.0,0.0,0.0,1.0,46.0,46.0,12.296,80.98,0.009,Incorrect
P14633,U100-000,0.625,10.0,16.0,0.231,3.0,13.0,1.158,3.62,0.699,Medium
P53686,088,0.111,1.0,9.0,0.976,41.0,42.0,5.855,11.163,0.18,Incorrect
B5XAZ0,067,0.094,3.0,32.0,0.889,24.0,27.0,12.358,22.338,0.078,Incorrect
Q8NQJ3,014,0.0,0.0,0.0,0.0,0.0,0.0,7.278,48.903,0.023,Incorrect
P35520,203,0.2,7.0,35.0,0.86,43.0,50.0,15.595,28.405,0.097,Incorrect
,,,,,,,,,,,Incorrect
P00523,090,0.0,0.0,66.0,1.0,63.0,63.0,17.855,43.31,0.015,Incorrect
P00523,085,0.0,0.0,7.0,1.0,63.0,63.0,4.763,56.321,0.037,Incorrect
Q63450,095,0.0,0.0,6.0,1.0,73.0,73.0,13.059,38.267,0.02,Incorrect
P35520,095,0.171,7.0,41.0,0.86,43.0,50.0,22.485,54.492,0.066,Incorrect
P00523,U100-005,0.857,24.0,28.0,0.619,39.0,63.0,2.165,9.11,0.549,Medium
Q96BN8,011,0.086,13.0,151.0,0.883,98.0,111.0,28.601,57.17,0.037,Incorrect
Q3KK31,U100-005,0.654,53.0,81.0,0.518,57.0,110.0,2.023,4.729,0.591,Medium
