	uniprot	pdb	region_1	region_2	af_filename	chain	cluster	cf_filename
6802	G0WVH3	4d4g	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	077	G0WVH3_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6803	G0WVH3	4d4g	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	074	G0WVH3_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6804	G0WVH3	4d4g	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	130	G0WVH3_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6805	G0WVH3	4d4g	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	134	G0WVH3_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6806	G0WVH3	4d4g	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	110	G0WVH3_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6807	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	015	G0WVH3_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6808	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	004	G0WVH3_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6809	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	125	G0WVH3_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6810	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	188	G0WVH3_188_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6811	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	013	G0WVH3_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6812	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	161	G0WVH3_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6813	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	051	G0WVH3_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6814	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	085	G0WVH3_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6815	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	079	G0WVH3_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6816	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	172	G0WVH3_172_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6817	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	157	G0WVH3_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6818	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	055	G0WVH3_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6819	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	046	G0WVH3_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6820	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	083	G0WVH3_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6821	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	010	G0WVH3_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6822	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	165	G0WVH3_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6823	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	020	G0WVH3_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6824	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	043	G0WVH3_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6825	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	162	G0WVH3_162_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6826	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	075	G0WVH3_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6827	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	008	G0WVH3_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6828	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	124	G0WVH3_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6829	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	200	G0WVH3_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6830	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	199	G0WVH3_199_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6831	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	143	G0WVH3_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6832	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	061	G0WVH3_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6833	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	105	G0WVH3_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6834	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	141	G0WVH3_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6835	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-008	G0WVH3_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6836	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	193	G0WVH3_193_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6837	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	194	G0WVH3_194_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6838	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	118	G0WVH3_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6839	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	082	G0WVH3_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6840	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	062	G0WVH3_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6841	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	039	G0WVH3_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6842	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	158	G0WVH3_158_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6843	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	091	G0WVH3_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6844	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	114	G0WVH3_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6845	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	033	G0WVH3_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6846	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	119	G0WVH3_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6847	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-000	G0WVH3_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6848	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	069	G0WVH3_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6849	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	138	G0WVH3_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6850	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	177	G0WVH3_177_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6851	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	137	G0WVH3_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6852	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	090	G0WVH3_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6853	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	108	G0WVH3_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6854	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	144	G0WVH3_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6855	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	112	G0WVH3_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6856	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	076	G0WVH3_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6857	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	035	G0WVH3_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6858	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	116	G0WVH3_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6859	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	006	G0WVH3_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6860	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	168	G0WVH3_168_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6861	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	126	G0WVH3_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6862	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	117	G0WVH3_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6863	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-002	G0WVH3_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6864	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	023	G0WVH3_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6865	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	065	G0WVH3_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6866	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-007	G0WVH3_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6867	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-002	G0WVH3_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6868	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-004	G0WVH3_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6869	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-009	G0WVH3_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6870	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	151	G0WVH3_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6871	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	175	G0WVH3_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6872	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	034	G0WVH3_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6873	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	060	G0WVH3_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6874	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	009	G0WVH3_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6875	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	136	G0WVH3_136_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6876	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	180	G0WVH3_180_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6877	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	198	G0WVH3_198_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6878	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	148	G0WVH3_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6879	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	176	G0WVH3_176_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6880	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	113	G0WVH3_113_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6881	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	156	G0WVH3_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6882	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	191	G0WVH3_191_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6883	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	026	G0WVH3_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6884	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	030	G0WVH3_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6885	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	154	G0WVH3_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6886	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	099	G0WVH3_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6887	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	115	G0WVH3_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6888	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	063	G0WVH3_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6889	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	149	G0WVH3_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6890	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	089	G0WVH3_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6891	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	080	G0WVH3_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6892	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	169	G0WVH3_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6893	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	093	G0WVH3_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6894	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	045	G0WVH3_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6895	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	011	G0WVH3_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6896	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	014	G0WVH3_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6897	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-008	G0WVH3_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6898	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	041	G0WVH3_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6899	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	001	G0WVH3_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6900	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	186	G0WVH3_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6901	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	122	G0WVH3_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6902	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	142	G0WVH3_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6903	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	053	G0WVH3_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6904	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	029	G0WVH3_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6905	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	174	G0WVH3_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6906	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	021	G0WVH3_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6907	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-001	G0WVH3_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6908	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	129	G0WVH3_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6909	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U100-006	G0WVH3_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6910	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	131	G0WVH3_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6911	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-004	G0WVH3_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6912	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	155	G0WVH3_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6913	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	111	G0WVH3_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6914	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	167	G0WVH3_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6915	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	016	G0WVH3_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6916	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	139	G0WVH3_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6917	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-006	G0WVH3_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6918	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	005	G0WVH3_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6919	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	182	G0WVH3_182_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6920	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	086	G0WVH3_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6921	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	007	G0WVH3_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6922	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	178	G0WVH3_178_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6923	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	070	G0WVH3_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6924	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	048	G0WVH3_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6925	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	019	G0WVH3_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6926	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	095	G0WVH3_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6927	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	123	G0WVH3_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6928	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	153	G0WVH3_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6929	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	170	G0WVH3_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6930	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	U10-000	G0WVH3_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6931	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	056	G0WVH3_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
6932	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	092	G0WVH3_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6933	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	100	G0WVH3_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6934	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	084	G0WVH3_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6935	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	196	G0WVH3_196_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6936	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	054	G0WVH3_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6937	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	012	G0WVH3_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6938	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	068	G0WVH3_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6939	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	031	G0WVH3_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6940	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	146	G0WVH3_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
6941	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	145	G0WVH3_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
6942	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	022	G0WVH3_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6943	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	081	G0WVH3_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6944	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	160	G0WVH3_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
6945	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	042	G0WVH3_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6946	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	106	G0WVH3_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
6947	G0WVH3	4d4i	10-368	425-500	AF-G0WVH3-F1-model_v4.cif	A	057	G0WVH3_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
