uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
A0A3B6UEQ0,093,0.235,4.0,17.0,0.879,29.0,33.0,11.928,20.793,0.131,Incorrect
H6SG27,007,0.0,0.0,0.0,1.0,17.0,17.0,5.683,11.376,0.141,Incorrect
P04807,047,0.65,26.0,40.0,0.188,6.0,32.0,3.461,4.31,0.535,Medium
Q72AS4,008,0.034,1.0,29.0,0.977,42.0,43.0,13.121,26.598,0.047,Incorrect
P0AG30,063,1.0,3.0,3.0,0.917,33.0,36.0,2.744,22.832,0.451,Acceptable
H6SG27,045,0.0,0.0,8.0,1.0,17.0,17.0,10.466,22.412,0.049,Incorrect
P23687,055,0.653,164.0,251.0,0.446,132.0,296.0,3.908,4.186,0.529,Medium
P04807,096,0.364,12.0,33.0,0.625,20.0,32.0,11.899,15.671,0.202,Incorrect
F2Z6J5,208,0.25,1.0,4.0,0.98,49.0,50.0,8.989,23.71,0.13,Incorrect
G0WVH3,104,0.0,0.0,0.0,1.0,30.0,30.0,11.567,45.182,0.017,Incorrect
H6SG27,029,0.0,0.0,5.0,1.0,17.0,17.0,8.316,41.544,0.024,Incorrect
P04807,U10-001,0.698,30.0,43.0,0.062,2.0,32.0,1.455,4.315,0.669,Medium
P23687,369,0.119,8.0,67.0,0.973,288.0,296.0,19.566,35.14,0.06,Incorrect
F2Z6J5,106,0.0,0.0,24.0,1.0,50.0,50.0,12.649,24.449,0.041,Incorrect
A0A0H2WY27,U10-006,0.923,36.0,39.0,0.122,5.0,41.0,0.773,1.672,0.892,High
Q72AS4,167,0.065,3.0,46.0,0.93,40.0,43.0,12.208,25.236,0.061,Incorrect
A0A0F7R6G7,U10-008,0.706,24.0,34.0,0.2,6.0,30.0,0.564,1.085,0.855,High
O60729,U10-000,0.871,61.0,70.0,0.129,9.0,70.0,1.943,3.146,0.708,Medium
A0A0F7R6G7,U10-004,0.844,27.0,32.0,0.1,3.0,30.0,0.793,0.804,0.872,High
P04807,020,0.17,9.0,53.0,0.719,23.0,32.0,8.144,15.989,0.141,Incorrect
E1K248,253,0.159,7.0,44.0,0.844,38.0,45.0,11.429,20.427,0.108,Incorrect
P04807,088,0.145,11.0,76.0,0.656,21.0,32.0,8.207,12.186,0.168,Incorrect
P23687,256,0.452,61.0,135.0,0.794,235.0,296.0,7.673,12.088,0.273,Acceptable
E1K248,054,0.085,5.0,59.0,0.889,40.0,45.0,10.494,21.433,0.08,Incorrect
G0WVH3,072,0.0,0.0,1.0,1.0,30.0,30.0,13.629,37.277,0.02,Incorrect
A0A0H2WY27,U10-001,0.921,35.0,38.0,0.146,6.0,41.0,0.774,1.129,0.898,High
H2E7Q8,U10-008,0.721,98.0,136.0,0.315,45.0,143.0,1.957,3.168,0.656,Medium
P04807,063,0.431,25.0,58.0,0.219,7.0,32.0,6.29,9.672,0.307,Acceptable
P14677,076,0.968,30.0,31.0,0.143,5.0,35.0,0.656,0.791,0.933,High
E1K248,032,0.096,5.0,52.0,0.889,40.0,45.0,11.498,23.086,0.077,Incorrect
P04807,U10-000,0.871,27.0,31.0,0.156,5.0,32.0,0.971,3.184,0.818,High
P0AG30,227,0.688,11.0,16.0,0.694,25.0,36.0,3.265,7.886,0.466,Acceptable
F2Z6J5,002,0.091,4.0,44.0,0.92,46.0,50.0,8.608,19.628,0.093,Incorrect
D9N168,U100-005,0.75,6.0,8.0,0.25,2.0,8.0,0.413,0.828,0.89,High
P04807,028,0.527,29.0,55.0,0.094,3.0,32.0,5.619,5.558,0.431,Acceptable
P0AG30,036,0.667,6.0,9.0,0.833,30.0,36.0,6.119,26.942,0.271,Acceptable
P04807,152,0.116,8.0,69.0,0.75,24.0,32.0,10.232,23.585,0.084,Incorrect
Q72AS4,182,0.289,13.0,45.0,0.698,30.0,43.0,6.744,15.753,0.187,Incorrect
Q941M3,U100-008,0.0,0.0,21.0,1.0,14.0,14.0,15.568,28.73,0.03,Incorrect
P23687,169,0.326,31.0,95.0,0.895,265.0,296.0,12.303,14.941,0.195,Incorrect
P23687,168,0.556,139.0,250.0,0.53,157.0,296.0,3.888,3.631,0.51,Medium
O68880,105,0.844,81.0,96.0,0.1,9.0,90.0,0.813,2.167,0.852,High
P04807,210,0.571,28.0,49.0,0.125,4.0,32.0,4.134,5.525,0.464,Acceptable
P23687,192,0.418,64.0,153.0,0.784,232.0,296.0,10.846,14.021,0.235,Acceptable
P23687,163,0.543,95.0,175.0,0.679,201.0,296.0,4.287,5.182,0.46,Acceptable
Q72AS4,104,0.121,8.0,66.0,0.814,35.0,43.0,8.744,16.242,0.122,Incorrect
F2Z6J5,151,0.154,4.0,26.0,0.92,46.0,50.0,12.315,24.504,0.092,Incorrect
Q72AS4,053,0.029,1.0,35.0,0.977,42.0,43.0,13.283,32.871,0.035,Incorrect
P23687,102,0.125,8.0,64.0,0.973,288.0,296.0,20.174,29.663,0.069,Incorrect
P23687,156,0.23,23.0,100.0,0.922,273.0,296.0,9.45,15.295,0.164,Incorrect
O60729,U10-004,0.697,53.0,76.0,0.243,17.0,70.0,3.0,2.515,0.606,Medium
Q7KLV9,U100-006,0.896,43.0,48.0,0.044,2.0,45.0,0.976,3.894,0.808,High
Q7KLV9,039,0.149,7.0,47.0,0.844,38.0,45.0,10.904,18.326,0.115,Incorrect
P0AG30,269,0.939,31.0,33.0,0.139,5.0,36.0,0.688,0.746,0.919,High
F2Z6J5,149,0.0,0.0,45.0,1.0,50.0,50.0,12.949,21.968,0.048,Incorrect
H6SG27,124,0.0,0.0,19.0,1.0,17.0,17.0,10.583,19.323,0.061,Incorrect
F2Z6J5,028,0.0,0.0,17.0,1.0,50.0,50.0,11.324,20.563,0.054,Incorrect
P23687,034,0.652,178.0,273.0,0.399,118.0,296.0,2.666,2.692,0.6,Medium
P0AG30,001,0.786,22.0,28.0,0.389,14.0,36.0,1.999,4.552,0.641,Medium
Q7KLV9,040,0.22,9.0,41.0,0.8,36.0,45.0,4.413,30.988,0.131,Incorrect
Q7KLV9,062,0.356,16.0,45.0,0.644,29.0,45.0,10.06,51.638,0.135,Incorrect
E1K248,012,0.105,2.0,19.0,0.956,43.0,45.0,13.93,24.292,0.075,Incorrect
Q8GN86,U100-008,0.6,6.0,10.0,0.571,8.0,14.0,1.524,1.724,0.684,Medium
G0WVH3,022,0.25,1.0,4.0,0.967,29.0,30.0,6.475,13.772,0.192,Incorrect
P0AG30,019,0.333,6.0,18.0,0.833,30.0,36.0,8.851,30.787,0.144,Incorrect
H2E7Q8,U10-006,0.783,112.0,143.0,0.217,31.0,143.0,1.482,2.521,0.736,Medium
O68880,024,0.859,79.0,92.0,0.122,11.0,90.0,0.663,1.625,0.887,High
P04807,128,0.609,28.0,46.0,0.125,4.0,32.0,5.036,7.707,0.413,Acceptable
P0AG30,310,0.765,26.0,34.0,0.278,10.0,36.0,1.54,1.668,0.738,Medium
P23687,153,0.42,29.0,69.0,0.902,267.0,296.0,9.953,14.444,0.233,Acceptable
P0AG30,303,0.919,34.0,37.0,0.056,2.0,36.0,0.494,0.877,0.937,High
P23687,025,0.537,124.0,231.0,0.581,172.0,296.0,4.077,4.274,0.485,Acceptable
G0WVH3,006,0.176,3.0,17.0,0.9,27.0,30.0,4.339,18.153,0.154,Incorrect
H6SG27,054,0.0,0.0,0.0,1.0,17.0,17.0,4.193,8.969,0.196,Incorrect
Q7KLV9,U10-005,0.243,9.0,37.0,0.8,36.0,45.0,4.351,13.023,0.216,Incorrect
E1K248,064,0.235,4.0,17.0,0.911,41.0,45.0,8.099,15.641,0.165,Incorrect
P0AG30,210,0.667,26.0,39.0,0.278,10.0,36.0,1.599,2.27,0.689,Medium
F2Z6J5,090,0.116,5.0,43.0,0.9,45.0,50.0,12.219,21.431,0.089,Incorrect
O68880,101,0.826,71.0,86.0,0.211,19.0,90.0,1.086,2.979,0.791,Medium
E1K248,167,0.136,3.0,22.0,0.933,42.0,45.0,10.676,19.727,0.104,Incorrect
G0WVH3,122,0.0,0.0,5.0,1.0,30.0,30.0,7.424,13.822,0.105,Incorrect
P14677,075,0.943,33.0,35.0,0.057,2.0,35.0,0.381,0.703,0.959,High
F2Z6J5,056,0.2,4.0,20.0,0.92,46.0,50.0,15.311,26.856,0.1,Incorrect
Q9I5E6,007,0.508,30.0,59.0,0.639,53.0,83.0,5.986,12.35,0.296,Acceptable
Q51504,010,0.0,0.0,7.0,1.0,61.0,61.0,21.846,33.016,0.022,Incorrect
P0AG30,104,0.733,11.0,15.0,0.694,25.0,36.0,3.158,5.094,0.551,Medium
P23687,304,0.457,79.0,173.0,0.733,217.0,296.0,6.389,8.536,0.336,Acceptable
D9N168,U10-001,0.857,6.0,7.0,0.25,2.0,8.0,0.623,1.487,0.893,High
P0AG30,040,0.583,7.0,12.0,0.806,29.0,36.0,9.899,35.574,0.22,Incorrect
Q9I5E6,030,0.359,23.0,64.0,0.723,60.0,83.0,5.733,15.093,0.221,Incorrect
Q72AS4,154,0.077,1.0,13.0,0.977,42.0,43.0,13.484,29.365,0.055,Incorrect
P23687,065,0.437,90.0,206.0,0.696,206.0,296.0,9.437,13.18,0.252,Acceptable
Q7KLV9,036,0.25,4.0,16.0,0.911,41.0,45.0,14.352,55.041,0.095,Incorrect
F2Z6J5,147,0.0,0.0,92.0,1.0,50.0,50.0,12.502,21.588,0.049,Incorrect
P59676,U100-004,0.971,33.0,34.0,0.057,2.0,35.0,0.271,0.387,0.979,High
O69275,002,0.479,34.0,71.0,0.679,72.0,106.0,3.252,10.514,0.35,Acceptable
P23687,096,0.532,83.0,156.0,0.72,213.0,296.0,7.023,7.09,0.388,Acceptable
Q9I5E6,023,0.231,18.0,78.0,0.783,65.0,83.0,16.991,29.982,0.104,Incorrect
Q7KLV9,U100-008,0.915,43.0,47.0,0.044,2.0,45.0,1.169,8.103,0.687,Medium
E1K248,149,0.333,4.0,12.0,0.911,41.0,45.0,9.628,20.921,0.166,Incorrect
G0WVH3,U100-003,0.906,29.0,32.0,0.033,1.0,30.0,0.383,0.927,0.944,High
Q7KLV9,045,0.353,12.0,34.0,0.733,33.0,45.0,4.27,24.33,0.191,Incorrect
P0AG30,007,0.944,34.0,36.0,0.056,2.0,36.0,0.322,0.504,0.966,High
G0WVH3,U100-001,0.933,28.0,30.0,0.067,2.0,30.0,0.557,1.635,0.925,High
O16025,U100-000,0.846,55.0,65.0,0.141,9.0,64.0,0.622,1.124,0.894,High
Q72AS4,170,0.063,5.0,79.0,0.884,38.0,43.0,12.677,21.655,0.07,Incorrect
Q72AS4,080,0.043,1.0,23.0,0.977,42.0,43.0,14.153,19.268,0.072,Incorrect
F2Z6J5,174,0.091,1.0,11.0,0.98,49.0,50.0,11.767,24.535,0.071,Incorrect
P23687,019,0.299,23.0,77.0,0.922,273.0,296.0,8.268,15.687,0.186,Incorrect
P0AG30,246,0.868,33.0,38.0,0.083,3.0,36.0,0.647,0.782,0.901,High
P0AG30,273,0.941,32.0,34.0,0.111,4.0,36.0,0.942,1.022,0.881,High
E1K248,091,0.13,3.0,23.0,0.933,42.0,45.0,10.302,22.395,0.092,Incorrect
P0AG30,163,0.882,30.0,34.0,0.167,6.0,36.0,1.934,1.617,0.741,Medium
A0A0A0V031,000,0.0,0.0,3.0,1.0,27.0,27.0,6.655,20.413,0.065,Incorrect
P23687,308,0.094,13.0,139.0,0.956,283.0,296.0,21.463,34.923,0.051,Incorrect
P23687,218,0.395,64.0,162.0,0.784,232.0,296.0,6.676,7.516,0.335,Acceptable
P04807,125,0.634,26.0,41.0,0.188,6.0,32.0,2.67,6.297,0.507,Medium
E1K248,177,0.167,4.0,24.0,0.911,41.0,45.0,12.794,20.429,0.109,Incorrect
O68880,U100-006,0.966,85.0,88.0,0.056,5.0,90.0,0.301,0.611,0.974,High
P23687,U10-007,0.799,230.0,288.0,0.223,66.0,296.0,1.709,1.265,0.737,Medium
P0AG30,056,0.861,31.0,36.0,0.139,5.0,36.0,1.253,1.134,0.811,High
G0WVH3,136,0.0,0.0,0.0,1.0,30.0,30.0,8.609,19.214,0.064,Incorrect
P23687,U10-008,0.807,226.0,280.0,0.236,70.0,296.0,1.546,1.539,0.753,Medium
P04807,018,0.683,28.0,41.0,0.125,4.0,32.0,3.065,4.882,0.543,Medium
H6SG27,U100-001,0.882,15.0,17.0,0.118,2.0,17.0,0.647,1.351,0.9,High
E1K248,U10-006,0.423,22.0,52.0,0.511,23.0,45.0,6.242,9.735,0.303,Acceptable
O60729,037,0.675,52.0,77.0,0.257,18.0,70.0,3.969,11.646,0.383,Acceptable
H6SG27,264,0.0,0.0,11.0,1.0,17.0,17.0,9.511,23.578,0.046,Incorrect
P0AG30,224,0.886,31.0,35.0,0.139,5.0,36.0,0.408,0.633,0.937,High
P23687,303,0.474,64.0,135.0,0.784,232.0,296.0,8.945,12.714,0.27,Acceptable
O68880,003,0.929,79.0,85.0,0.122,11.0,90.0,0.667,1.399,0.913,High
E1K248,178,0.135,5.0,37.0,0.889,40.0,45.0,8.522,15.018,0.136,Incorrect
P23687,131,0.708,160.0,226.0,0.459,136.0,296.0,3.754,4.302,0.547,Medium
O60729,000,0.732,52.0,71.0,0.257,18.0,70.0,3.243,11.77,0.417,Acceptable
P23687,244,0.668,173.0,259.0,0.416,123.0,296.0,2.745,2.609,0.604,Medium
A0A0F7R6G7,U10-007,0.727,24.0,33.0,0.2,6.0,30.0,0.643,0.981,0.853,High
A0A140DJY3,011,0.0,0.0,0.0,1.0,28.0,28.0,1.809,23.487,0.174,Incorrect
P23687,352,0.25,14.0,56.0,0.953,282.0,296.0,8.88,15.966,0.166,Incorrect
O68880,071,0.891,82.0,92.0,0.089,8.0,90.0,0.671,2.135,0.888,High
H6SG27,052,0.0,0.0,17.0,1.0,17.0,17.0,5.998,22.427,0.061,Incorrect
Q7KLV9,U100-003,0.915,43.0,47.0,0.044,2.0,45.0,0.977,5.836,0.766,Medium
Q9I5E6,086,0.038,1.0,26.0,0.988,82.0,83.0,13.487,43.068,0.029,Incorrect
Q72AS4,126,0.083,1.0,12.0,0.977,42.0,43.0,11.536,25.693,0.066,Incorrect
P04807,219,0.509,27.0,53.0,0.156,5.0,32.0,5.089,5.5,0.431,Acceptable
P0AG30,127,0.677,21.0,31.0,0.417,15.0,36.0,1.862,1.822,0.676,Medium
A0A3B6UEQ0,021,0.083,4.0,48.0,0.879,29.0,33.0,11.145,22.007,0.077,Incorrect
P23687,016,0.621,141.0,227.0,0.524,155.0,296.0,3.659,4.703,0.51,Medium
P0AG30,271,0.867,26.0,30.0,0.278,10.0,36.0,1.804,0.592,0.757,Medium
P04958,U10-008,0.835,213.0,255.0,0.28,83.0,296.0,2.666,6.833,0.561,Medium
F2Z6J5,129,0.235,4.0,17.0,0.92,46.0,50.0,10.484,18.357,0.144,Incorrect
E1K248,066,0.093,4.0,43.0,0.911,41.0,45.0,12.319,24.124,0.073,Incorrect
E1K248,U100-008,0.8,40.0,50.0,0.111,5.0,45.0,0.688,1.066,0.87,High
E1K248,119,0.174,4.0,23.0,0.911,41.0,45.0,8.665,17.302,0.132,Incorrect
P04958,U10-004,0.821,207.0,252.0,0.301,89.0,296.0,2.711,7.68,0.535,Medium
P04807,192,0.448,26.0,58.0,0.188,6.0,32.0,4.853,5.027,0.425,Acceptable
H6SG27,134,0.0,0.0,11.0,1.0,17.0,17.0,5.517,18.635,0.08,Incorrect
E1K248,126,0.059,1.0,17.0,0.978,44.0,45.0,9.174,18.528,0.086,Incorrect
P14677,016,0.943,33.0,35.0,0.057,2.0,35.0,0.387,0.597,0.958,High
P23687,129,0.43,65.0,151.0,0.78,231.0,296.0,6.635,8.971,0.317,Acceptable
F2Z6J5,133,0.0,0.0,14.0,1.0,50.0,50.0,15.604,27.539,0.032,Incorrect
O60729,034,0.761,51.0,67.0,0.271,19.0,70.0,2.823,7.042,0.525,Medium
,,,,,,,,,,,Incorrect
E1K248,083,0.25,10.0,40.0,0.778,35.0,45.0,8.512,16.666,0.162,Incorrect
H6SG27,047,0.0,0.0,6.0,1.0,17.0,17.0,6.329,14.17,0.106,Incorrect
F2Z6J5,167,0.08,4.0,50.0,0.92,46.0,50.0,13.467,28.681,0.058,Incorrect
E1K248,057,0.179,5.0,28.0,0.889,40.0,45.0,14.418,27.509,0.092,Incorrect
O68880,115,0.778,63.0,81.0,0.3,27.0,90.0,1.575,3.345,0.706,Medium
P23687,216,0.602,148.0,246.0,0.5,148.0,296.0,2.771,3.356,0.564,Medium
O60729,038,0.692,54.0,78.0,0.229,16.0,70.0,2.914,2.935,0.598,Medium
P0AG30,218,0.889,32.0,36.0,0.111,4.0,36.0,0.991,1.416,0.853,High
Q7KLV9,U10-007,0.898,44.0,49.0,0.022,1.0,45.0,1.208,7.716,0.684,Medium
Q9I5E6,U10-003,0.603,41.0,68.0,0.506,42.0,83.0,3.272,6.409,0.471,Acceptable
A0A3B6UEQ0,102,0.0,0.0,19.0,1.0,33.0,33.0,15.092,30.316,0.028,Incorrect
Q72AS4,050,0.059,1.0,17.0,0.977,42.0,43.0,16.341,29.334,0.048,Incorrect
P23687,U100-003,0.881,273.0,310.0,0.078,23.0,296.0,0.687,0.514,0.901,High
P0AG30,111,0.786,22.0,28.0,0.389,14.0,36.0,2.322,3.295,0.65,Medium
Q72AS4,197,0.118,2.0,17.0,0.953,41.0,43.0,14.178,20.284,0.093,Incorrect
P59676,U10-008,0.943,33.0,35.0,0.057,2.0,35.0,0.333,0.857,0.962,High
Q941M3,U100-006,0.0,0.0,3.0,1.0,14.0,14.0,2.598,6.453,0.295,Acceptable
Q941M3,U10-007,0.0,0.0,19.0,1.0,14.0,14.0,16.213,29.682,0.028,Incorrect
H6SG27,225,0.0,0.0,7.0,1.0,17.0,17.0,13.759,19.487,0.057,Incorrect
H6SG27,129,0.0,0.0,12.0,1.0,17.0,17.0,10.582,18.724,0.064,Incorrect
G0WVH3,043,0.0,0.0,0.0,1.0,30.0,30.0,8.954,43.016,0.022,Incorrect
A0A0H2WY27,006,0.2,4.0,20.0,0.902,37.0,41.0,10.483,41.09,0.087,Incorrect
F2Z6J5,153,0.067,2.0,30.0,0.96,48.0,50.0,12.027,21.213,0.073,Incorrect
P04807,139,0.18,11.0,61.0,0.656,21.0,32.0,7.674,15.486,0.15,Incorrect
H6SG27,032,0.0,0.0,2.0,1.0,17.0,17.0,11.611,16.75,0.074,Incorrect
E1K248,093,0.174,15.0,86.0,0.667,30.0,45.0,9.621,15.66,0.142,Incorrect
P23687,147,0.333,19.0,57.0,0.936,277.0,296.0,14.451,24.884,0.149,Incorrect
P0AG30,126,0.5,22.0,44.0,0.389,14.0,36.0,4.874,5.625,0.427,Acceptable
H6SG27,092,0.875,7.0,8.0,0.588,10.0,17.0,5.217,4.061,0.588,Medium
P14677,078,0.714,30.0,42.0,0.143,5.0,35.0,0.916,2.096,0.795,Medium
P23687,045,0.2,10.0,50.0,0.966,286.0,296.0,12.677,24.924,0.106,Incorrect
Q9I5E6,094,0.043,2.0,47.0,0.976,81.0,83.0,16.208,32.854,0.038,Incorrect
A0A3B6UEQ0,014,0.03,1.0,33.0,0.97,32.0,33.0,11.828,24.265,0.052,Incorrect
O69275,004,0.092,9.0,98.0,0.915,97.0,106.0,19.893,43.589,0.045,Incorrect
P23687,042,0.608,118.0,194.0,0.601,178.0,296.0,5.712,8.315,0.395,Acceptable
Q941M3,010,0.0,0.0,0.0,1.0,14.0,14.0,13.624,37.073,0.021,Incorrect
Q72AS4,038,0.053,1.0,19.0,0.977,42.0,43.0,8.945,25.676,0.06,Incorrect
O68880,U100-002,0.966,86.0,89.0,0.044,4.0,90.0,0.293,0.564,0.975,High
P14677,000,0.385,5.0,13.0,0.857,30.0,35.0,7.136,24.011,0.179,Incorrect
O68880,U100-009,0.977,85.0,87.0,0.056,5.0,90.0,0.267,0.527,0.981,High
O69275,001,0.156,14.0,90.0,0.868,92.0,106.0,10.645,29.025,0.085,Incorrect
Q7KLV9,U100-001,0.917,44.0,48.0,0.022,1.0,45.0,1.216,7.189,0.701,Medium
P14677,086,0.971,33.0,34.0,0.057,2.0,35.0,0.365,0.739,0.969,High
P23687,284,0.536,74.0,138.0,0.75,222.0,296.0,6.529,7.956,0.373,Acceptable
Q9I5E6,024,0.0,0.0,28.0,1.0,83.0,83.0,22.719,39.72,0.016,Incorrect
P14677,111,0.718,28.0,39.0,0.2,7.0,35.0,7.859,19.958,0.302,Acceptable
A0A140DJY3,010,0.0,0.0,28.0,1.0,28.0,28.0,14.899,34.539,0.022,Incorrect
O68880,050,0.964,81.0,84.0,0.1,9.0,90.0,0.506,1.479,0.944,High
G0WVH3,U100-007,0.935,29.0,31.0,0.033,1.0,30.0,0.463,1.306,0.942,High
,,,,,,,,,,,Incorrect
Q51504,019,0.4,8.0,20.0,0.869,53.0,61.0,23.293,24.638,0.17,Incorrect
P0AG30,170,0.833,30.0,36.0,0.167,6.0,36.0,1.229,1.408,0.802,High
F2Z6J5,119,0.286,4.0,14.0,0.92,46.0,50.0,11.503,22.454,0.143,Incorrect
P59676,U100-007,0.971,33.0,34.0,0.057,2.0,35.0,0.281,0.408,0.978,High
Q72AS4,173,0.0,0.0,17.0,1.0,43.0,43.0,13.393,21.961,0.048,Incorrect
H6SG27,013,0.0,0.0,2.0,1.0,17.0,17.0,6.411,11.152,0.14,Incorrect
A0A3B6UEQ0,017,0.633,19.0,30.0,0.424,14.0,33.0,2.788,3.876,0.562,Medium
A0A3B6UEQ0,040,0.222,4.0,18.0,0.879,29.0,33.0,12.877,29.699,0.104,Incorrect
P0AG30,275,0.921,35.0,38.0,0.028,1.0,36.0,0.573,0.821,0.928,High
H6SG27,290,0.0,0.0,3.0,1.0,17.0,17.0,13.259,47.657,0.014,Incorrect
P0AG30,183,0.375,9.0,24.0,0.75,27.0,36.0,5.681,14.242,0.234,Acceptable
P23687,335,0.426,78.0,183.0,0.736,218.0,296.0,9.29,9.633,0.296,Acceptable
P23687,050,0.411,69.0,168.0,0.767,227.0,296.0,8.738,13.015,0.246,Acceptable
E1K248,214,0.19,4.0,21.0,0.911,41.0,45.0,9.013,21.877,0.116,Incorrect
A0A3B6UEQ0,U10-001,0.647,11.0,17.0,0.667,22.0,33.0,5.107,9.713,0.387,Acceptable
P23687,242,0.66,173.0,262.0,0.416,123.0,296.0,3.336,3.307,0.566,Medium
P23687,061,0.48,61.0,127.0,0.794,235.0,296.0,8.979,13.439,0.264,Acceptable
H6SG27,U100-008,0.938,15.0,16.0,0.118,2.0,17.0,0.601,1.221,0.926,High
P0AG30,237,0.909,30.0,33.0,0.167,6.0,36.0,0.787,1.182,0.891,High
Q72AS4,057,0.048,1.0,21.0,0.977,42.0,43.0,12.181,20.032,0.072,Incorrect
H2E7Q8,U100-002,0.78,110.0,141.0,0.231,33.0,143.0,1.449,2.347,0.742,Medium
A0A0A0V031,U10-003,0.833,25.0,30.0,0.074,2.0,27.0,5.433,3.535,0.586,Medium
O60729,035,0.716,53.0,74.0,0.243,17.0,70.0,2.612,4.681,0.577,Medium
P0AG30,125,0.812,26.0,32.0,0.278,10.0,36.0,1.531,1.744,0.754,Medium
P14677,081,0.971,33.0,34.0,0.057,2.0,35.0,0.335,0.762,0.972,High
P0AG30,116,0.892,33.0,37.0,0.083,3.0,36.0,0.97,1.118,0.86,High
G0WVH3,167,0.0,0.0,0.0,1.0,30.0,30.0,4.718,26.326,0.062,Incorrect
E1K248,122,0.129,4.0,31.0,0.911,41.0,45.0,12.943,22.695,0.088,Incorrect
Q7KLV9,019,0.523,23.0,44.0,0.489,22.0,45.0,3.872,34.323,0.237,Acceptable
P14677,108,0.971,33.0,34.0,0.057,2.0,35.0,0.337,0.777,0.971,High
,,,,,,,,,,,Incorrect
A0A3B6UEQ0,058,0.0,0.0,22.0,1.0,33.0,33.0,9.538,28.333,0.036,Incorrect
P23687,354,0.313,26.0,83.0,0.912,270.0,296.0,14.609,18.149,0.168,Incorrect
E1K248,153,0.111,4.0,36.0,0.911,41.0,45.0,11.422,21.137,0.089,Incorrect
O68880,111,0.859,79.0,92.0,0.122,11.0,90.0,0.904,4.837,0.783,Medium
P04807,204,0.6,27.0,45.0,0.156,5.0,32.0,2.339,4.977,0.545,Medium
P04807,213,0.522,24.0,46.0,0.25,8.0,32.0,7.101,11.29,0.309,Acceptable
G0WVH3,101,0.0,0.0,0.0,1.0,30.0,30.0,1.632,28.734,0.179,Incorrect
P0AG30,214,0.889,32.0,36.0,0.111,4.0,36.0,0.569,1.198,0.915,High
A0A0A0V031,U100-001,0.957,22.0,23.0,0.185,5.0,27.0,0.877,1.752,0.887,High
A0A3B6UEQ0,071,0.241,7.0,29.0,0.788,26.0,33.0,12.099,23.835,0.123,Incorrect
P0AG30,295,0.909,30.0,33.0,0.167,6.0,36.0,0.9,0.692,0.879,High
H6SG27,241,0.0,0.0,9.0,1.0,17.0,17.0,5.932,15.942,0.094,Incorrect
G0WVH3,176,0.0,0.0,0.0,1.0,30.0,30.0,6.89,22.274,0.057,Incorrect
P0AG30,244,0.533,8.0,15.0,0.778,28.0,36.0,2.828,11.194,0.373,Acceptable
H6SG27,145,0.0,0.0,10.0,1.0,17.0,17.0,5.499,18.168,0.083,Incorrect
P04807,039,0.529,27.0,51.0,0.156,5.0,32.0,5.941,1.991,0.512,Medium
P23687,081,0.316,36.0,114.0,0.878,260.0,296.0,19.497,27.274,0.137,Incorrect
O68880,U10-008,0.945,86.0,91.0,0.044,4.0,90.0,0.375,1.256,0.955,High
E1K248,022,0.0,0.0,42.0,1.0,45.0,45.0,12.947,31.887,0.027,Incorrect
H6SG27,108,0.583,7.0,12.0,0.588,10.0,17.0,1.435,4.301,0.634,Medium
P23687,U100-004,0.854,257.0,301.0,0.132,39.0,296.0,1.044,0.787,0.84,High
P04807,036,0.512,22.0,43.0,0.312,10.0,32.0,5.226,8.222,0.368,Acceptable
O16025,U10-000,0.757,53.0,70.0,0.172,11.0,64.0,1.569,3.025,0.707,Medium
Q72AS4,090,0.029,1.0,35.0,0.977,42.0,43.0,10.617,20.311,0.066,Incorrect
F2Z6J5,233,0.317,13.0,41.0,0.74,37.0,50.0,7.029,18.506,0.178,Incorrect
P23687,120,0.471,90.0,191.0,0.696,206.0,296.0,9.718,9.275,0.317,Acceptable
G0WVH3,U100-004,0.967,29.0,30.0,0.033,1.0,30.0,0.424,1.393,0.956,High
P23687,056,0.057,6.0,106.0,0.98,290.0,296.0,13.996,20.743,0.071,Incorrect
P0AG30,010,0.64,16.0,25.0,0.556,20.0,36.0,2.733,5.082,0.536,Medium
Q7KLV9,088,0.837,41.0,49.0,0.089,4.0,45.0,6.126,20.159,0.348,Acceptable
H6SG27,141,0.0,0.0,2.0,1.0,17.0,17.0,7.774,15.737,0.087,Incorrect
H6SG27,017,0.875,14.0,16.0,0.176,3.0,17.0,1.008,2.26,0.833,High
Q9I5E6,039,0.389,28.0,72.0,0.663,55.0,83.0,9.548,18.238,0.197,Incorrect
A0A3B6UEQ0,073,0.089,4.0,45.0,0.879,29.0,33.0,11.048,19.103,0.091,Incorrect
O68880,057,0.944,84.0,89.0,0.067,6.0,90.0,0.478,1.081,0.945,High
P0AG30,U10-002,0.912,31.0,34.0,0.139,5.0,36.0,0.463,1.12,0.936,High
Q9I5E6,U100-008,0.8,76.0,95.0,0.084,7.0,83.0,0.572,1.317,0.883,High
E1K248,019,0.152,5.0,33.0,0.889,40.0,45.0,12.243,28.467,0.083,Incorrect
P04807,201,0.633,19.0,30.0,0.406,13.0,32.0,4.198,5.412,0.486,Acceptable
P23687,353,0.204,31.0,152.0,0.895,265.0,296.0,19.991,34.894,0.089,Incorrect
F2Z6J5,113,0.148,4.0,27.0,0.92,46.0,50.0,11.883,21.509,0.1,Incorrect
