uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename	nstds	non-polymers	has_partner	num_partners	has_nstds	has_nplymrs
Q02750	4anb	75-102	68-74,103-361	3.136	100.0	63.9097744360902	2.195	1.23	Autoinhibited	Closed	HOMO SAPIENS	['2012-03-16']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', '[3-(AMINOMETHYL)-3-OXIDANYL-AZETIDIN-1-YL]-[3,4-BIS(FLUORANYL)-2-[(2-FLUORANYL-4-IODANYL-PHENYL)AMINO]PHENYL]METHANONE']	False	0	False	True
Q02750	4ark	75-102	68-74,103-361	1.868	100.0	88.3458646616541	1.377	0.996	Autoinhibited	Closed	HOMO SAPIENS	['2012-04-24']		A	F-Q02750-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['WATER', '2-([3R-3,4-dihydroxybutyl]oxy)-4-fluoro-6-[(2-fluoro-4-iodophenyl)amino]benzamide', 'MAGNESIUM ION']	False	0	True	True
Q02750	4lmn	75-102	68-74,103-361	1.898	100.0	88.7218045112782	1.496	1.397	Autoinhibited	Closed	Homo sapiens	['2013-07-10']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', '[3,4-BIS(FLUORANYL)-2-[(2-FLUORANYL-4-IODANYL-PHENYL)AMINO]PHENYL]-[3-OXIDANYL-3-[(2S)-PIPERIDIN-2-YL]AZETIDIN-1-YL]METHANONE', 'MAGNESIUM ION']	False	0	False	True
Q02750	4mne	75-102	68-74,103-361	1.808	100.0	88.3458646616541	1.463	1.403	Autoinhibited	Closed	Homo sapiens	['2013-09-10']		A	F-Q02750-F1-model_v3.cif	[]	['7-fluoro-3-[(2-fluoro-4-iodophenyl)amino]-N-{[(2S)-2-hydroxypropyl]oxy}furo[3,2-c]pyridine-2-carboxamide', 'PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER', 'CHLORIDE ION', 'WATER', 'MAGNESIUM ION']	True	1	False	True
Q02750	4u7z	75-102	68-74,103-361	1.615	100.0	88.3458646616541	1.312	1.065	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif	[]	['5-[(4-bromo-2-chlorophenyl)amino]-4-fluoro-N-(2-hydroxyethoxy)-1-methyl-1H-benzimidazole-6-carboxamide', 'PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	4u80	75-102	68-74,103-361	1.586	100.0	87.593984962406	1.357	1.133	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif	[]	['3-[(4-cyclopropyl-2-fluorophenyl)amino]-N-(2-hydroxyethoxy)furo[3,2-c]pyridine-2-carboxamide', 'PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	4u81	75-102	68-74,103-361	1.566	100.0	87.593984962406	1.274	1.056	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif	[]	['8-[(4-cyclopropyl-2-fluorophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-7-carboxamide', 'PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	5bx0	75-102	68-74,103-361	1.605	100.0	89.0977443609023	0.992	1.802	Autoinhibited	Closed	Homo sapiens	['2015-06-08']		A	F-Q02750-F1-model_v3.cif	[]	['ethyl 2H-indazole-5-carboxylate']	False	0	False	True
Q02750	5eym	75-102	68-74,103-361	1.254	89.2857142857143	82.7067669172932	0.952	1.201	Autoinhibited	Closed	Homo sapiens	['2015-11-25']		A	F-Q02750-F1-model_v3.cif	[]	['3-[(3~{Z})-3-[[[4-[(dimethylamino)methyl]phenyl]amino]-phenyl-methylidene]-2-oxidanylidene-1~{H}-indol-6-yl]-~{N}-ethyl-prop-2-ynamide', 'CALCIUM ION', 'WATER']	False	0	False	True
Q02750	5hze	75-102	68-74,103-361	1.564	100.0	86.8421052631579	1.665	1.413	Autoinhibited	Closed	Homo sapiens	['2016-02-02']		A	F-Q02750-F1-model_v3.cif	[]	['(3S,4R,8S,9S,11E)-8,9,16-trihydroxy-3,4-dimethyl-14-(methylamino)-3,4,5,6,9,10-hexahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	5yt3	75-102	68-74,103-361	4.745	100.0	82.3308270676692	3.497	1.115	Autoinhibited	Closed	Homo sapiens	['2017-11-16']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	6nyb	75-102	68-74,103-361	1.901	100.0	84.5864661654135	1.29	1.365	Autoinhibited	Closed	Homo sapiens	['2019-02-11']		B	F-Q02750-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE"", 'PHOSPHOSERINE']"	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION', 'ZINC ION']	True	2	True	True
Q02750	6pp9	75-102	68-74,103-361	1.792	100.0	87.218045112782	1.211	1.139	Autoinhibited	Closed	Homo sapiens	['2019-07-05']		B	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'CHLORIDE ION', 'GLYCEROL', 'WATER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION', 'SULFATE ION']	True	1	False	True
Q02750	6q0j	75-102	68-74,103-361	1.248	100.0	87.593984962406	0.76	1.228	Autoinhibited	Closed	Homo sapiens	['2019-08-01']		C	F-Q02750-F1-model_v3.cif	['PHOSPHOSERINE']	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION']	True	2	True	True
Q02750	6q0t	75-102	68-74,103-361	1.269	100.0	87.593984962406	0.772	1.23	Autoinhibited	Closed	Homo sapiens	['2019-08-02']		C	F-Q02750-F1-model_v3.cif	['PHOSPHOSERINE']	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION']	True	2	True	True
Q02750	6u2g	75-102	68-74,103-361	1.979	100.0	87.9699248120301	1.438	1.146	Autoinhibited	Closed	Homo sapiens	['2019-08-19']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', 'SULFATE ION']	True	1	False	True
Q02750	6v2w	75-102	68-74,103-361	1.919	100.0	87.218045112782	1.534	1.306	Autoinhibited	Closed	Homo sapiens	['2019-11-25']		B	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'MAGNESIUM ION']	True	1	False	True
Q02750	7b3m	75-102	68-74,103-361	3.477	100.0	62.781954887218	2.375	1.284	Autoinhibited	Closed	Homo sapiens	['2020-12-01']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', 'SULFATE ION', '1~{H}-indol-2-yl(pyridin-3-yl)methanone']	False	0	False	True
Q02750	7b7r	75-102	68-74,103-361	3.478	100.0	62.781954887218	2.319	1.249	Autoinhibited	Closed	Homo sapiens	['2020-12-11']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', 'PHOSPHATE ION', 'SULFATE ION', '2-[5-[ethyl(methyl)amino]imidazo[1,2-a]pyrimidin-7-yl]phenol']	False	0	False	True
Q02750	7b94	75-102	68-74,103-361	3.466	100.0	62.781954887218	2.332	1.252	Autoinhibited	Closed	Homo sapiens	['2020-12-14']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', 'SULFATE ION', '2-(4-iodophenyl)-8~{H}-imidazo[1,2-c]pyrimidin-5-one']	False	0	False	True
Q02750	7b9l	75-102	68-74,103-361	3.407	100.0	62.0300751879699	2.273	1.241	Autoinhibited	Closed	Homo sapiens	['2020-12-14']		A	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', 'SULFATE ION', '~{N}-(4-methoxyphenyl)-2-[(2~{S})-3-oxidanylidenethiomorpholin-2-yl]ethanamide']	False	0	False	True
Q02750	7m0u	75-102	68-74,103-361	1.953	100.0	87.218045112782	1.427	1.201	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION', '5-[(4-bromo-2-fluorophenyl)amino]-4-fluoro-N-(2-hydroxyethoxy)-1-methyl-1H-benzimidazole-6-carboxamide']	True	1	False	True
Q02750	7m0v	75-102	68-74,103-361	1.874	100.0	87.218045112782	1.435	1.361	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', '[3,4-BIS(FLUORANYL)-2-[(2-FLUORANYL-4-IODANYL-PHENYL)AMINO]PHENYL]-[3-OXIDANYL-3-[(2S)-PIPERIDIN-2-YL]AZETIDIN-1-YL]METHANONE', 'MAGNESIUM ION']	True	1	False	True
Q02750	7m0x	75-102	68-74,103-361	1.813	100.0	87.218045112782	1.349	1.156	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif	[]	['N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide', 'PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'CHLORIDE ION', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', 'SULFATE ION']	True	1	False	True
Q02750	7m0y	75-102	68-74,103-361	1.901	100.0	87.218045112782	1.419	1.243	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif	[]	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'MAGNESIUM ION', 'Trametinib', 'SULFATE ION']	True	1	False	True
Q02750	7m0z	75-102	68-74,103-361	1.909	100.0	87.218045112782	1.366	1.315	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif	[]	"['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', ""N-(3-fluoro-4-{[4-methyl-2-oxo-7-(pyrimidin-2-yloxy)-2H-chromen-3-yl]methyl}pyridin-2-yl)-N'-methylsulfuric diamide"", 'MAGNESIUM ION', 'SULFATE ION']"	True	1	False	True
Q02750	7mfd	75-102	68-74,103-361	2.502	100.0	85.3383458646617	1.92	2.324	Autoinhibited	Closed	Homo sapiens	['2021-04-09']		B	F-Q02750-F1-model_v3.cif	['PHOSPHOSERINE']	"[""N-(3-fluoro-4-{[4-methyl-2-oxo-7-(pyrimidin-2-yloxy)-2H-chromen-3-yl]methyl}pyridin-2-yl)-N'-methylsulfuric diamide"", 'ZINC ION']"	True	2	True	True
Q02750	7pqv	75-102	68-74,103-361	1.503	100.0	87.218045112782	1.211	1.62	Autoinhibited	Closed	Homo sapiens	['2021-09-20']		A	F-Q02750-F1-model_v3.cif	[]	['8-(2-chloranyl-4-methoxy-phenyl)-7-fluoranyl-1-piperidin-4-yl-imidazo[4,5-c]quinoline', 'CALCIUM ION', 'WATER', 'MAGNESIUM ION']	False	0	False	True
Q02750	7xlp	75-102	68-74,103-361	1.484	100.0	87.218045112782	0.918	1.487	Autoinhibited	Closed	Homo sapiens	['2022-04-22']		A	F-Q02750-F1-model_v3.cif	[]	['CALCIUM ION', 'DIMETHYL SULFOXIDE', '(1~{R},3~{S})-3-[[6-[2-chloranyl-4-(4-methylpyrimidin-2-yl)oxy-phenyl]-3-methyl-1~{H}-indazol-4-yl]oxy]cyclohexan-1-amine', 'WATER']	False	0	False	True
Q02750	7xnc	75-102	68-74,103-361	1.707	100.0	86.8421052631579	0.835	1.136	Autoinhibited	Closed	Homo sapiens	['2022-04-28']		A	F-Q02750-F1-model_v3.cif	[]	['CALCIUM ION', 'DIMETHYL SULFOXIDE', '~{N}-[4-[[6-(3-chloranylpyridin-4-yl)-3-methyl-1~{H}-indazol-4-yl]oxy]cyclohexyl]ethanamide', 'WATER']	False	0	False	True
Q02750	8dgs	75-102	68-74,103-361	2.011	100.0	87.218045112782	1.694	1.534	Autoinhibited	Closed	Homo sapiens	['2022-06-24']		B	F-Q02750-F1-model_v3.cif	['PHOSPHOSERINE']	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', 'PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION', 'ZINC ION']	True	3	True	True
Q02750	8dgt	75-102	68-74,103-361	1.939	100.0	87.218045112782	1.409	1.234	Autoinhibited	Closed	Homo sapiens	['2022-06-24']		B	F-Q02750-F1-model_v3.cif	['PHOSPHOSERINE']	['PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER', 'PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER', '5-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)imidazo[1,5-a]pyridine-6-carboxamide', 'MAGNESIUM ION', 'ZINC ION']	True	3	True	True
P06241	1g83	149-246,247-270	82-143,525-537	2.848	77.8688524590164	78.6666666666667	1.289	8.766	Autoinhibited	Closed	Homo sapiens	['2000-11-16']		A	F-P06241-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q96FI4	1tdh	244-245	220-280	1.587	100.0	95.0819672131148	0.761	0.506	Active	Closed	Homo sapiens	['2004-05-22']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	False	0	False	True
Q96FI4	4nrv	244-245	220-280	1.423	100.0	96.7213114754098	0.788	0.404	Active	Closed	Homo sapiens	['2013-11-27']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	False	0	False	True
Q96FI4	5itq	244-245	220-280	1.737	100.0	95.0819672131148	0.86	0.634	Active	Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q96FI4	5itr	244-245	220-280	1.908	100.0	90.1639344262295	3.573	11.562		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q96FI4	5itt	244-245	220-280	1.885	100.0	91.8032786885246	3.515	11.641		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif	[]	['GLYCEROL', 'WATER']	False	0	False	True
Q96FI4	5itu	244-245	220-280	1.908	100.0	91.8032786885246	3.614	11.502		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q96FI4	6lwd	244-245	220-280	1.304	100.0	91.8032786885246	1.999	2.83		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['[(2~{R},3~{S},5~{R})-5-[(5~{S})-7-azanyl-2,4,9-tris(oxidanylidene)-1,3,6,8-tetrazaspiro[4.4]non-7-en-1-yl]-3-oxidanyl-oxolan-2-yl]methyl dihydrogen phosphate', 'GLYCEROL', 'WATER']	False	0	False	True
Q96FI4	6lwf	244-245	220-280	1.508	100.0	88.5245901639344	2.54	3.125		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['[(2~{R},3~{S},5~{R})-5-[(5~{S})-5-carbamimidamido-2,4-bis(oxidanylidene)imidazolidin-1-yl]-3-oxidanyl-oxolan-2-yl]methy l dihydrogen phosphate', 'WATER']	False	0	False	True
Q96FI4	6lwg	244-245	220-280	1.324	100.0	90.1639344262295	2.053	2.806		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['[(2~{R},3~{S},5~{R})-5-[(5~{S})-5-carbamimidamido-2,4-bis(oxidanylidene)imidazolidin-1-yl]-3-oxidanyl-oxolan-2-yl]methy l dihydrogen phosphate', 'GLYCEROL', 'WATER']	False	0	False	True
Q96FI4	6lwi	244-245	220-280	1.723	100.0	90.1639344262295	3.213	11.714		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER', '[(2R,3S,5R)-3-HYDROXY-5-[(5S)-5-METHYL-2,4-DIOXO-1,3-DIAZINAN-1-YL]OXOLAN-2-YL]METHYL DIHYDROGEN PHOSPHATE']	False	0	False	True
Q96FI4	6lwk	244-245	220-280	1.734	100.0	91.8032786885246	3.223	11.78		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	"['GLYCEROL', 'WATER', ""2'-deoxy-5'-uridylic acid""]"	False	0	False	True
Q96FI4	6lwl	244-245	220-280	1.702	100.0	91.8032786885246	3.156	11.74		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['[(2~{R},3~{R},4~{R},5~{R})-5-[2,4-bis(oxidanylidene)-1,3-diazinan-1-yl]-4-fluoranyl-3-oxidanyl-oxolan-2-yl]methyl dihydrogen phosphate', 'GLYCEROL', 'WATER']	False	0	False	True
Q96FI4	6lwn	244-245	220-280	1.257	100.0	90.1639344262295	1.967	2.614		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['[(2~{R},3~{R},4~{R},5~{R})-5-[2,4-bis(oxidanylidene)-1,3-diazinan-1-yl]-4-fluoranyl-3-oxidanyl-oxolan-2-yl]methyl dihydrogen phosphate', 'GLYCEROL', 'WATER']	False	0	False	True
Q96FI4	6lwq	244-245	220-280	1.664	100.0	91.8032786885246	3.112	11.581		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q96FI4	6lwr	244-245	220-280	1.524	100.0	93.4426229508197	2.605	3.071		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif	"[""2'-DEOXY-ADENOSINE-3'-5'-DIPHOSPHATE""]"	['WATER']	False	0	True	True
Q07343	4wzi	166-281	330-649	1.079	72.4137931034483	97.5	0.899	1.481		Open	Homo sapiens	['2014-11-19']		A	F-Q07343-F1-model_v3.cif	[]	['WATER', 'IODIDE ION', 'MAGNESIUM ION', 'SODIUM ION', 'ZINC ION']	False	0	False	True
Q07343	4x0f	166-281	330-649	1.155	65.5172413793104	98.4375	0.836	1.866		Open	Homo sapiens	['2014-11-21']		A	F-Q07343-F1-model_v3.cif	[]	['IODIDE ION', 'MAGNESIUM ION', 'ROLIPRAM', 'ZINC ION']	False	0	False	True
O76074	3lfv	403-539	156-331	3.163	74.4525547445255	100.0	2.695	3.791	Autoinhibited	Closed	Homo sapiens	['2010-01-18']	In comparison to cGMP-bound mouse PDE2A (12271124)	A	F-O76074-F1-model_v3.cif	[]	[]	False	0	False	False
O76074	3mf0	403-539	156-331	3.048	74.4525547445255	100.0	2.658	3.89	Autoinhibited	Closed	Homo sapiens	['2010-04-01']		A	F-O76074-F1-model_v3.cif	[]	[]	False	0	False	False
P11142	3fzf	263-287	225-262	4.175	100.0	100.0	1.451	1.088	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif	[]	"[""ADENOSINE-5'-TRIPHOSPHATE"", 'WATER']"	True	1	False	True
P11142	3fzh	263-287	225-262	4.075	100.0	100.0	1.375	1.103	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif	[]	['(2R,3R,4S,5R)-2-(6,8-diaminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol', 'WATER']	True	1	False	True
P11142	3fzk	263-287	225-262	4.058	100.0	100.0	1.404	1.175	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif	[]	['(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol', 'CHLORIDE ION', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	3fzl	263-287	225-262	4.011	100.0	100.0	1.418	1.143	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif	[]	['4-[[(2R,3S,4R,5R)-5-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-3,4-dihydroxy-oxolan-2-yl]methoxymethyl]benzonitrile', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	3fzm	263-287	225-262	3.835	100.0	100.0	1.414	1.224	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif	[]	['4-[[(2R,3S,4R,5R)-5-[6-amino-8-(quinolin-6-ylmethylamino)purin-9-yl]-3,4-dihydroxy-oxolan-2-yl]methoxymethyl]benzonitrile', 'WATER']	True	1	False	True
P11142	3ldq	263-287	225-262	4.156	100.0	100.0	1.43	1.201	Autoinhibited	Closed	Homo sapiens	['2010-01-13']		A	F-P11142-F1-model_v3.cif	[]	['8-[(quinolin-2-ylmethyl)amino]adenosine', 'WATER']	True	1	False	True
P11142	3m3z	263-287	225-262	3.999	100.0	100.0	1.449	1.082	Autoinhibited	Closed	Homo sapiens	['2010-03-10']		A	F-P11142-F1-model_v3.cif	[]	"[""5'-O-(2-amino-2-oxoethyl)-8-(methylamino)adenosine"", 'WATER']"	True	1	False	True
P11142	4h5n	263-287	225-262	3.38	100.0	100.0	1.234	1.282	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'GLYCEROL', 'WATER', 'SODIUM ION', 'PHOSPHATE ION']	False	0	False	True
P11142	4h5r	263-287	225-262	3.311	100.0	100.0	1.116	1.497	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'GLYCEROL', 'WATER', 'SODIUM ION', 'PHOSPHATE ION', 'SULFATE ION']	False	0	False	True
P11142	4h5t	263-287	225-262	2.923	100.0	100.0	1.153	1.261	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['WATER', 'MAGNESIUM ION', 'PHOSPHATE ION']	False	0	True	True
P11142	4h5v	263-287	225-262	3.318	100.0	100.0	1.441	1.131	Autoinhibited	Closed	Homo sapiens	['2012-09-18']		A	F-P11142-F1-model_v3.cif	[]	['ACETATE ION', 'CHLORIDE ION', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', 'SULFATE ION']	False	0	False	True
P11142	4h5w	263-287	225-262	3.236	100.0	100.0	1.004	1.266	Autoinhibited	Closed	Homo sapiens	['2012-09-19']		A	F-P11142-F1-model_v3.cif	[]	['ACETATE ION', 'TRIMETHYL GLYCINE', 'WATER', 'MAGNESIUM ION', 'PHOSPHATE ION']	False	0	False	True
P11142	4hwi	263-287	225-262	3.588	100.0	100.0	1.446	1.055	Autoinhibited	Closed	Homo sapiens	['2012-11-07']		A	F-P11142-F1-model_v3.cif	[]	['WATER']	True	1	False	True
P11142	5aqf	263-287	225-262	3.99	100.0	100.0	1.38	1.071	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['ADENOSINE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqg	263-287	225-262	3.97	100.0	100.0	1.419	1.069	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL', '(2R,3R,4S,5R)-2-(3-AMINO-5-METHYL-1,4,5,6,8-PENTAAZAACENAPHTHYLEN-1(5H)-YL)-5-(HYDROXYMETHYL)TETRAHYDROFURAN-3,4-DIOL']	True	1	False	True
P11142	5aqh	263-287	225-262	3.915	100.0	100.0	1.384	1.107	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '5-methyl-1,5-dihydro-1,4,5,6,8-pentaazaacenaphthylen-3-amine']	True	1	False	True
P11142	5aqi	263-287	225-262	3.88	100.0	100.0	1.393	1.101	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['ADENINE', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER']	True	1	False	True
P11142	5aqj	263-287	225-262	3.781	100.0	100.0	1.42	1.119	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '9H-purine-6,8-diamine', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqk	263-287	225-262	4.054	100.0	100.0	1.436	1.129	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	"[""GUANOSINE-5'-DIPHOSPHATE""]"	['DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	True	True
P11142	5aql	263-287	225-262	3.968	96.0	100.0	1.404	1.228	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqm	263-287	225-262	3.938	96.0	100.0	1.38	1.234	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
